time_fs,T_md_K,T_ww_K,DeltaT_K
22850.0000000000,1299.1512013400,1340.0335310800,-40.8823297400
22900.0000000000,1313.2467502400,1337.6833611900,-24.4366109500
22950.0000000000,1298.2971297100,1316.0744978600,-17.7773681500
23000.0000000000,1327.5036971600,1304.4868145200,23.0168826400
23050.0000000000,1280.6744198500,1273.9693293700,6.7050904800
23100.0000000000,1284.7945452900,1261.3712231000,23.4233221900
23150.0000000000,1281.5296442400,1254.7101260000,26.8195182400
23200.0000000000,1291.8070072900,1272.2232720800,19.5837352100
23250.0000000000,1291.8817390800,1312.5482836800,-20.6665446000
23300.0000000000,1309.3579023800,1328.8968092600,-19.5389068800
23350.0000000000,1289.4252183600,1349.2855050600,-59.8602867000
23400.0000000000,1306.6043081900,1338.9348517400,-32.3305435500
23450.0000000000,1280.0137552700,1313.4370148400,-33.4232595700
23500.0000000000,1300.7015174800,1301.6384754000,-0.9369579200
23550.0000000000,1294.0904146600,1278.6834209200,15.4069937400
23600.0000000000,1323.0251407200,1263.1623633000,59.8627774200
23650.0000000000,1288.2181315600,1266.9861964600,21.2319351000
23700.0000000000,1313.9392551800,1279.2219076600,34.7173475200
23750.0000000000,1316.8185127200,1305.1185198500,11.6999928700
23800.0000000000,1271.7822633500,1321.3109404400,-49.5286770900
23850.0000000000,1305.0859454100,1334.9331113200,-29.8471659100
23900.0000000000,1298.1670478100,1326.3452718400,-28.1782240300
23950.0000000000,1294.9550449900,1328.0000928700,-33.0450478800
24000.0000000000,1305.0132584400,1307.6211085800,-2.6078501400
24050.0000000000,1290.5840113500,1298.9805378100,-8.3965264600
24100.0000000000,1308.7188190400,1273.8243561700,34.8944628700
24150.0000000000,1286.7623224500,1264.4971226400,22.2651998100
24200.0000000000,1331.2412091500,1329.9122754500,1.3289337000
24250.0000000000,1351.4751690400,1382.6177929500,-31.1426239100
24300.0000000000,1328.8978392400,1403.1826299300,-74.2847906900
24350.0000000000,1352.7090550900,1405.3190311300,-52.6099760400
24400.0000000000,1348.3187280900,1390.7172432100,-42.3985151200
24450.0000000000,1323.4105033800,1355.0366217700,-31.6261183900
24500.0000000000,1364.3209296200,1322.1436987500,42.1772308700
24550.0000000000,1342.1260173400,1302.7596788600,39.3663384800
24600.0000000000,1343.7053594800,1307.3950497900,36.3103096900
24650.0000000000,1360.1154344700,1330.2402373600,29.8751971100
24700.0000000000,1342.2803018800,1362.8452571300,-20.5649552500
24750.0000000000,1360.7945956400,1383.3093175300,-22.5147218900
24800.0000000000,1356.7016693500,1391.0623555100,-34.3606861600
24850.0000000000,1334.5791603400,1388.5760663200,-53.9969059800
24900.0000000000,1321.6794410800,1366.2921463400,-44.6127052600
24950.0000000000,1337.1342129600,1340.3126076200,-3.1783946600
25000.0000000000,1355.3424654000,1319.7431310500,35.5993343500
25050.0000000000,1376.8442344800,1322.1199341900,54.7243002900
25100.0000000000,1372.9117678000,1321.3537428500,51.5580249500
25150.0000000000,1338.4256173800,1344.6812367600,-6.2556193800
25200.0000000000,1356.7849996700,1361.7014801300,-4.9164804600
25250.0000000000,1340.1643796200,1383.9899690300,-43.8255894100
25300.0000000000,1366.9214573700,1382.3993600300,-15.4779026600
25350.0000000000,1347.7258048400,1372.6851902700,-24.9593854300
25400.0000000000,1329.0351992100,1352.9836750600,-23.9484758500
25450.0000000000,1356.3608881800,1330.4216363400,25.9392518400
25500.0000000000,1357.6876670100,1321.0666593000,36.6210077100
25550.0000000000,1358.3202011800,1317.8503786900,40.4698224900
25600.0000000000,1368.5221778900,1336.6775653000,31.8446125900
25650.0000000000,1355.3162695400,1354.4856303000,0.8306392400
25700.0000000000,1370.9226094800,1367.9547047700,2.9679047100
25750.0000000000,1359.8067281200,1372.7018381400,-12.8951100200
25800.0000000000,1353.3843126300,1376.5131861400,-23.1288735100
25850.0000000000,1361.9282085900,1353.1192183000,8.8089902900
25900.0000000000,1350.2656635400,1341.3410112000,8.9246523400
25950.0000000000,1326.6586426500,1339.0329628500,-12.3743202000
26000.0000000000,1337.4206642500,1344.8304691500,-7.4098049000
26050.0000000000,1318.9247201800,1346.1643419300,-27.2396217500
26100.0000000000,1379.1636819400,1352.4458089400,26.7178730000
26150.0000000000,1342.4636765100,1347.3705015400,-4.9068250300
26200.0000000000,1342.8882041400,1350.6178693400,-7.7296652000
26250.0000000000,1361.5785461200,1344.6565268100,16.9220193100
26300.0000000000,1368.2339977700,1346.3004860700,21.9335117000
26350.0000000000,1370.0476983200,1342.6176999300,27.4299983900
26400.0000000000,1334.0136286500,1349.0731331600,-15.0595045100
26450.0000000000,1350.3431736700,1347.0483603300,3.2948133400
26500.0000000000,1354.6100300500,1363.1243293800,-8.5142993300
26550.0000000000,1409.9804700300,1454.3315484200,-44.3510783900
26600.0000000000,1418.0463872200,1449.0308621800,-30.9844749600
26650.0000000000,1398.5334525600,1411.4178450900,-12.8843925300
26700.0000000000,1405.0175514000,1367.4013350000,37.6162164000
26750.0000000000,1401.3359068100,1360.3902396500,40.9456671600
26800.0000000000,1400.0859809200,1367.6064267200,32.4795542000
26850.0000000000,1400.3376205500,1401.6348451800,-1.2972246300
26900.0000000000,1371.9437980100,1422.0773171900,-50.1335191800
26950.0000000000,1396.5767554800,1433.8811085100,-37.3043530300
27000.0000000000,1382.4756305800,1418.5789363300,-36.1033057500
27050.0000000000,1410.7562548400,1391.1509889600,19.6052658800
27100.0000000000,1394.0977567000,1370.4084201000,23.6893366000
27150.0000000000,1390.3157442400,1368.3435478900,21.9721963500
27200.0000000000,1414.4941905800,1380.1222004700,34.3719901100
27250.0000000000,1406.8679199000,1404.8747165800,1.9932033200
27300.0000000000,1397.8283830300,1429.6676635000,-31.8392804700
27350.0000000000,1386.6497796800,1435.2605989800,-48.6108193000
27400.0000000000,1408.7874856600,1423.4036193700,-14.6161337100
27450.0000000000,1385.7120205000,1396.0930954100,-10.3810749100
27500.0000000000,1414.2362994800,1361.8327261500,52.4035733300
27550.0000000000,1414.1203831900,1356.5605894400,57.5597937500
27600.0000000000,1368.2793608400,1375.0681594500,-6.7887986100
27650.0000000000,1396.1556297400,1402.3685860800,-6.2129563400
27700.0000000000,1379.1129343000,1421.2849080700,-42.1719737700
27750.0000000000,1380.9272013300,1439.3797750800,-58.4525737500
27800.0000000000,1368.3819849100,1427.8660453300,-59.4840604200
27850.0000000000,1409.0033663100,1399.5599391300,9.4434271800
27900.0000000000,1411.9554267100,1371.8649897700,40.0904369400
27950.0000000000,1426.4539487500,1370.4072883700,56.0466603800
28000.0000000000,1387.4486406800,1384.0972980900,3.3513425900
28050.0000000000,1396.7997243700,1420.1582871800,-23.3585628100
28100.0000000000,1371.2056626200,1433.6302020900,-62.4245394700
28150.0000000000,1387.1452959100,1429.9027788600,-42.7574829500
28200.0000000000,1370.0195356600,1400.2816681100,-30.2621324500
28250.0000000000,1424.2609055000,1385.9020943800,38.3588111200
28300.0000000000,1408.0179681400,1367.6664185800,40.3515495600
28350.0000000000,1429.5132348100,1376.6156559000,52.8975789100
28400.0000000000,1400.4404571900,1405.0451730000,-4.6047158100
28450.0000000000,1399.3091198600,1420.5306996900,-21.2215798300
28500.0000000000,1414.1916904100,1441.4354502800,-27.2437598700
28550.0000000000,1412.0053848000,1419.2018129800,-7.1964281800
28600.0000000000,1392.7556459100,1399.6849877000,-6.9293417900
28650.0000000000,1407.1020362700,1364.7117622000,42.3902740700
28700.0000000000,1374.4821717700,1369.2553185000,5.2268532700
28750.0000000000,1420.6455097500,1381.9354954400,38.7100143100
28800.0000000000,1391.3024498500,1411.1435598000,-19.8411099500
28850.0000000000,1400.1621572100,1430.5276336500,-30.3654764400
28900.0000000000,1421.8071209300,1429.2141210700,-7.4070001400
28950.0000000000,1413.2881905800,1415.2533789100,-1.9651883300
29000.0000000000,1397.0319979100,1391.1876264500,5.8443714600
29050.0000000000,1440.2495309200,1422.9029772000,17.3465537200
29100.0000000000,1459.4207513600,1453.0405834300,6.3801679300
29150.0000000000,1476.3362898100,1472.1777472400,4.1585425700
29200.0000000000,1448.1946868600,1483.8491005200,-35.6544136600
29250.0000000000,1442.8499119500,1461.7639810800,-18.9140691300
29300.0000000000,1449.0877275600,1426.5405862600,22.5471413000
29350.0000000000,1457.1665903000,1415.4890695300,41.6775207700
29400.0000000000,1477.8829116800,1428.5441187300,49.3387929500
29450.0000000000,1423.7315437100,1457.7002413400,-33.9686976300
29500.0000000000,1456.6333171900,1482.9224668700,-26.2891496800
29550.0000000000,1444.0749601500,1477.1509171800,-33.0759570300
29600.0000000000,1463.8683150700,1445.1308412700,18.7374738000
29650.0000000000,1470.4961806300,1428.7095448000,41.7866358300
29700.0000000000,1478.2561610800,1412.5687595300,65.6874015500
29750.0000000000,1426.9082160800,1432.0820039000,-5.1737878200
29800.0000000000,1447.5890468400,1462.9484596100,-15.3594127700
29850.0000000000,1439.6154617300,1471.0250593100,-31.4095975800
29900.0000000000,1441.4122689100,1474.8838505700,-33.4715816600
29950.0000000000,1440.4038664600,1453.6173616500,-13.2134951900
30000.0000000000,1469.8570423900,1425.7953103600,44.0617320300
30050.0000000000,1438.6508319300,1413.4218125100,25.2290194200
30100.0000000000,1444.5457859000,1432.9865866400,11.5591992600
30150.0000000000,1455.2069042000,1465.7991244600,-10.5922202600
30200.0000000000,1456.5152150400,1482.2334755200,-25.7182604800
30250.0000000000,1431.8962442600,1470.5872894600,-38.6910452000
30300.0000000000,1418.6467006900,1432.5059027800,-13.8592020900
30350.0000000000,1444.5753490400,1414.9663027400,29.6090463000
30400.0000000000,1457.0964174000,1428.7747273400,28.3216900600
30450.0000000000,1437.0275774300,1450.7121707700,-13.6845933400
30500.0000000000,1465.8979071300,1468.9579135000,-3.0600063700
30550.0000000000,1460.0624241200,1472.7553263600,-12.6929022400
30600.0000000000,1469.2480069400,1459.3126726800,9.9353342600
30650.0000000000,1430.4718407000,1454.8149927100,-24.3431520100
30700.0000000000,1458.0492641600,1440.9021098800,17.1471542800
30750.0000000000,1458.4245571900,1437.2873061200,21.1372510700
30800.0000000000,1420.5944397000,1457.6239020800,-37.0294623800
30850.0000000000,1453.2634353000,1454.4498800700,-1.1864447700
30900.0000000000,1461.0440210100,1459.3801821700,1.6638388400
30950.0000000000,1463.4603525100,1456.7431494100,6.7172031000
31000.0000000000,1427.8289600600,1452.1332774900,-24.3043174300
31050.0000000000,1420.2724251900,1445.6052720900,-25.3328469000
31100.0000000000,1444.4494736400,1448.9322140500,-4.4827404100
31150.0000000000,1437.1752334900,1456.6941542300,-19.5189207400
31200.0000000000,1470.3851958900,1458.4630593500,11.9221365400
31250.0000000000,1446.1051155300,1457.7171576400,-11.6120421100
31300.0000000000,1451.6463895400,1441.8517095500,9.7946799900
31350.0000000000,1451.1743534200,1443.0364974300,8.1378559900
31400.0000000000,1472.7238777300,1443.3677974700,29.3560802600
31450.0000000000,1436.9792267000,1446.3493680500,-9.3701413500
31500.0000000000,1455.1150802200,1457.3543868900,-2.2393066700
31550.0000000000,1469.0031951500,1451.7508258700,17.2523692800
31600.0000000000,1461.3049793700,1451.3525015800,9.9524777900
31650.0000000000,1478.5912384300,1449.6871372000,28.9041012300
31700.0000000000,1448.2175096200,1456.4140653900,-8.1965557700
31750.0000000000,1503.7340247100,1500.6104461700,3.1235785400
31800.0000000000,1526.3619049000,1458.4423215800,67.9195833200
31850.0000000000,1514.7459815900,1468.3332909000,46.4126906900
31900.0000000000,1519.6676858200,1502.9959615500,16.6717242700
31950.0000000000,1475.0924752900,1536.5131452100,-61.4206699200
32000.0000000000,1502.6378416000,1531.5256930000,-28.8878514000
32050.0000000000,1463.2329593700,1509.8965792600,-46.6636198900
32100.0000000000,1514.8592435200,1474.1884673700,40.6707761500
32150.0000000000,1505.7703370000,1464.4986692600,41.2716677400
32200.0000000000,1536.0267447900,1489.5788809100,46.4478638800
32250.0000000000,1488.8524252800,1522.2784326000,-33.4260073200
32300.0000000000,1487.6874645800,1530.0854557100,-42.3979911300
32350.0000000000,1482.7097675700,1513.2946391300,-30.5848715600
32400.0000000000,1494.8995298600,1486.2130183200,8.6865115400
32450.0000000000,1488.0647043500,1463.6528576100,24.4118467400
32500.0000000000,1473.9363049000,1479.5441181200,-5.6078132200
32550.0000000000,1527.8764985000,1507.4641980000,20.4123005000
32600.0000000000,1529.5211893700,1533.2895407700,-3.7683514000
32650.0000000000,1504.4461505600,1514.2279147800,-9.7817642200
32700.0000000000,1498.1805756800,1494.3415410300,3.8390346500
32750.0000000000,1503.0780578000,1463.8472255600,39.2308322400
32800.0000000000,1488.2128565000,1471.0763633800,17.1364931200
32850.0000000000,1499.5315574100,1496.3197784900,3.2117789200
32900.0000000000,1525.1941595200,1531.7383225900,-6.5441630700
32950.0000000000,1506.5460987000,1533.9081709600,-27.3620722600
33000.0000000000,1475.5987148300,1508.1820703000,-32.5833554700
33050.0000000000,1511.6998738100,1477.8117845900,33.8880892200
33100.0000000000,1514.3435431700,1469.2772689500,45.0662742200
33150.0000000000,1516.9783962500,1486.2563142700,30.7220819800
33200.0000000000,1506.1040836400,1519.6253793800,-13.5212957400
33250.0000000000,1505.8685968800,1535.0707168000,-29.2021199200
33300.0000000000,1479.4852538600,1515.4676144600,-35.9823606000
33350.0000000000,1468.7632550000,1479.8696854100,-11.1064304100
33400.0000000000,1512.8201045600,1467.4746105600,45.3454940000
33450.0000000000,1502.0823962100,1483.8381691400,18.2442270700
33500.0000000000,1499.9130201300,1510.3510836500,-10.4380635200
33550.0000000000,1531.9677732800,1518.4374954900,13.5302777900
33600.0000000000,1480.4108677900,1508.6374137400,-28.2265459500
33650.0000000000,1490.6355699600,1499.4655602700,-8.8299903100
33700.0000000000,1510.0292351400,1493.9792498800,16.0499852600
33750.0000000000,1530.3296613200,1492.8213955800,37.5082657400
33800.0000000000,1508.1024984800,1499.2596697100,8.8428287700
33850.0000000000,1510.4951636900,1496.6816073900,13.8135563000
33900.0000000000,1493.9227774600,1502.9948011500,-9.0720236900
33950.0000000000,1513.3604304900,1500.1737961700,13.1866343200
34000.0000000000,1473.2608594300,1498.6320172900,-25.3711578600
34050.0000000000,1504.6832855600,1492.5685214300,12.1147641300
34100.0000000000,1504.6649720100,1490.7636591600,13.9013128500
34150.0000000000,1502.2503606100,1498.7777362700,3.4726243400
34200.0000000000,1496.1486650500,1507.0342050500,-10.8855400000
34250.0000000000,1503.4656956500,1508.7853949000,-5.3196992500
34300.0000000000,1502.1121257600,1506.7998196500,-4.6876938900
34350.0000000000,1506.5037421400,1502.5982626500,3.9054794900
34400.0000000000,1513.6793607900,1494.3217804000,19.3575803900
34450.0000000000,1497.8150482600,1495.6655904500,2.1494578100
34500.0000000000,1485.7665523000,1494.9951466000,-9.2285943000
34550.0000000000,1502.0870214400,1501.8659316600,0.2210897800
34600.0000000000,1545.4960561700,1603.7702909600,-58.2742347900
34650.0000000000,1584.0581298100,1561.3193522100,22.7387776000
34700.0000000000,1586.8614780200,1502.4086003400,84.4528776800
34750.0000000000,1551.2465301200,1492.3558976000,58.8906325200
34800.0000000000,1554.9385458100,1544.1065402400,10.8320055700
34850.0000000000,1538.0588848000,1599.9312312800,-61.8723464800
34900.0000000000,1557.3653573600,1607.3123886800,-49.9470313200
34950.0000000000,1535.9775615700,1548.0065085900,-12.0289470200
35000.0000000000,1528.7705391200,1496.1242124700,32.6463266500
35050.0000000000,1539.9655340300,1499.7988600600,40.1666739700
35100.0000000000,1522.8088849200,1560.9571186000,-38.1482336800
35150.0000000000,1533.6470930000,1605.9120256700,-72.2649326700
35200.0000000000,1504.6349326500,1588.1518348300,-83.5169021800
35250.0000000000,1534.7394321500,1530.3878536800,4.3515784700
35300.0000000000,1567.2803159100,1485.9078811900,81.3724347200
35350.0000000000,1550.9868228500,1517.7085455500,33.2782773000
35400.0000000000,1548.5235457500,1582.1695461200,-33.6460003700
35450.0000000000,1561.7242308600,1614.5662506400,-52.8420197800
35500.0000000000,1589.9510638800,1574.3604732400,15.5905906400
35550.0000000000,1524.6939975300,1518.4073387300,6.2866588000
35600.0000000000,1569.8549234900,1502.5939651600,67.2609583300
35650.0000000000,1546.8806384400,1530.0033294100,16.8773090300
35700.0000000000,1549.0596198300,1584.0123587500,-34.9527389200
35750.0000000000,1546.9982054300,1600.1430303200,-53.1448248900
35800.0000000000,1564.9241204700,1554.2053663100,10.7187541600
35850.0000000000,1555.0272592900,1512.4178951300,42.6093641600
35900.0000000000,1577.9933155600,1508.7216910800,69.2716244800
35950.0000000000,1542.3796199300,1553.0047934000,-10.6251734700
36000.0000000000,1539.5054824900,1602.9383773900,-63.4328949000
36050.0000000000,1564.6804748100,1578.6173118900,-13.9368370800
36100.0000000000,1541.3494869100,1535.1557126500,6.1937742600
36150.0000000000,1576.2697413000,1492.5825279600,83.6872133400
